/people/appointed_role/appointment./people/appointment/appointed_by	[0.19228862962255022, 0.1945222031699401, -0.19248338788483071, 1.0811125150047178e-10, 0.0020388150678780632, 1.1850448810131043e-08, -0.00021126428227215258, 0.19246835342220994, -0.020671584787169177, 0.020867684735627036, 0.00020980244362759525, 1.503458488462731e-05, -1.503468005053689e-05, -1.331969610906015e-06, 0.19267814512874185, 0.020881375367323752, -0.1924546508189446, -0.022890145019477066, -0.02106113352171661, -1.6366540335938907e-05, -1.331968491582101e-06, -1.4617175078221782e-06, 0.020866493156962745, -1.5034463660624101e-05, 0.1922734557861286, -0.002040148164906012, -1.5035700588466148e-05, 0.019007131520589818, 0.020866493158186335, 0.0020389437034390055, 1.5033444338507225e-05, 0.020866352657921108, 1.5164346926329674e-05, -1.5046435325029023e-05, 1.1278498575178871e-12, -1.331968490887632e-06, -1.503455881174683e-05, 0.019022307716852663, 0.000193425154291927, -0.19267815586470965, 0.19246835352919342, 1.203346875472042e-06, 0.192468342685217, 0.022920190423281552, 0.19227359628650592, -0.002040147146616774, 0.19042833491012207, 0.020867555994012663, 1.5034570724220898e-05, 0.19266312242037112, 0.002052517564072761, 0.002040018294553778, 0.19245464969132822, -1.2863454452830247e-07, -0.0020538485143693926, -0.19062444774138337, 0.00019488577148061233, 0.17139219718986853, 0.0018453780380956466, 0.1924533199767421, -1.0820700276202247e-10, 0.002053838917818321, 0.19266312129163476, -1.3702711568196569e-05, 0.02086649315705931, -8.720394965149716e-14, -0.0020388269193589823, 0.002040135186936555, 0.02084998611851516, -0.020685414910602367, -0.1924696842609316, 0.19245331895733356, -0.1924684820567467, 0.020851316959580448, -0.00017973330001988877, -0.00020979170878682995, 0.020866364414323334, 1.460601891999285e-06, -0.002038826824176758, -0.0018453898885445207, -0.19245331997683937, -0.19248337714886204, 0.1904294097307715, 0.0020401351738083325, 0.0001785298577706472, -0.02067171240127221, -0.002023779370657462, -0.19246836529759612, -0.0020388150700301803, 0.0020388151758778898, -0.020880055263434453, 0.0018440343143303415, 0.19246835352917785, -0.020865148184453612, -1.5162077748112769e-05, -0.0020538378843435756, -0.19266312354685114, -1.3319683795909468e-06, 1.44875256236349e-06, -0.00019623083698879344]
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	[0.00011839510993262523, -0.00011838814254112523, 0.00012835745504695802, -0.0014143198148057145, -0.017207457744989454, -0.20244148472803422, 0.00012836434383541718, 0.017216458300238047, 0.1852329515616982, 0.2009177689932924, 0.0015226625670051205, -0.0013941921952888032, 0.018620625339687398, -0.0014053283789395169, -0.18522396636435778, 0.015695761740138328, -9.209984218365058e-08, -0.2038446691528334, -9.977518531234805e-08, 0.01722731058755208, -0.1866362356183983, 0.0014032834126489334, 0.0012958326907332627, 0.00011840422156154813, 9.968590622759218e-06, -0.18521302206281592, -0.20245037789638026, -0.20396307273110512, -0.21964788313071434, -0.017217441700530536, -0.01722739484754294, 0.0014052348500353579, -0.017217434804819933, 1.0060690455952709e-05, 9.20998331822524e-08, -0.00011840350820464163, -0.00011839589660297566, 0.20244041691660516, -0.18523295852823887, 0.2024404169173681, -0.017216459022209224, 0.015812282792616792, 0.0014042598471629686, 0.018621793639665624, -0.0014132534340624086, 0.00011840350734483391, -0.00011839575321177018, 0.0014042598463120499, 0.00011742010006779034, 0.0012958249225707502, -0.18523304437026372, 0.015824126234347598, -0.01720746542744952, 0.20232192907218338, -0.00011742778251994463, -0.00011838814245301043, 0.018620718146550176, -0.0014052355641542703, 0.018621793632664276, 0.0013942828652793158, -9.976279986548885e-06, 0.0014042598463121286, 0.20255882049726434, 0.01722731051586219, -0.0012759031849268654, -0.21977624683194563, -0.018503297259731932, -0.01721646597568705, -9.75789523141079e-07, -0.01722740189381231, -0.0014033755133419572, 9.209283185878514e-08, 0.00011927944990495165, -0.2024404169173681, 0.0015226563931954827, 0.00011839653902138018, 0.001414228436943687, 0.0014043519392309897, -0.20255890490688205, -0.20244041691036677, -0.01720648970252684, 0.20243044832665824, 0.00011742010706113505, -9.757965342862967e-07, 0.00011751980981062294, 0.01582304370215774, 0.20245038557976866, -9.280788969241877e-08, -0.18381863174681337, -0.00011839582490345658, 0.20243044911255587, 9.960193202459386e-06, 0.018503298039480028, 0.01733582984997608, -0.017217433303188628, 0.01722731051586228, 0.0015125949807684427, 0.0014042521638616824, 0.00011741235292898157, -0.20091776900029465]
/tv/tv_series_episode/guest_stars./tv/tv_guest_role/actor	[-0.20107483300332976, 0.021476805158314, 1.3542882022622082e-08, 1.3139558811805544e-07, 0.021463873087660467, -0.001849435354915653, 0.02146244479160331, 0.0001695524487970669, -1.4375238563910365e-05, -0.001833473351305254, 0.00018366580004590565, 0.00018379468592255764, 0.19939471412832135, 0.02146229986415567, 1.3152180421899977e-07, -1.5815610072355078e-05, -1.3829620698412802e-10, -0.19941064771612016, -0.19754542502971562, -1.72587657415775e-05, -0.02146243124873288, -0.19939483210724185, -0.19941078056929915, -0.20126005716496345, -0.019445029181171847, 1.580338279132805e-05, -0.19942646464296165, 0.19754527877207556, 0.19941065035205932, 1.3058697962937034e-09, 1.5817065124550817e-05, 0.001849423130131477, -0.19941063562843978, -1.3722549710567615e-10, -0.19922555624374133, -1.4282948502930765e-06, 0.0018508635126624241, 0.01959561927640404, 1.4418511283213673e-06, -0.0216476679131834, -0.0018652387402050717, -0.19941064904629974, -0.00018379732183561252, 0.019429345105243363, -0.0018492902903513976, -1.4848615630676485e-08, 1.5818244681122247e-05, -0.001849423268427695, -0.0018350454186040113, 0.021462431387276864, 0.01961314109678929, -0.00016930294911572438, 0.0018653717049799856, 0.1992268396257481, 1.5733595234173235e-06, 0.00018667969392988868, 0.00018523783045919128, 0.021647667899773036, 1.3555085509472674e-08, 1.5816926842689923e-05, -0.021277193556584403, -0.021463873213850324, 1.594844864400871e-05, -0.0001837946871164823, -0.20124426746108576, -0.19924122681239234, -0.19756123944669784, -1.3722549710567615e-10, 0.19757703074429359, 0.021462431248734096, -1.441700480860581e-06, -0.023313280177278694, 0.00018510630890135752, -0.19924109658411832, 0.019613023117731037, 0.0018651072172058212, -0.02164753769580892, -0.1975625376774433, -1.2217810802607973e-11, -0.021462431385958373, 1.428296168760833e-06, -0.02147969014070477, 1.315206231460598e-07, -0.0018492902891704575, -0.0020330862930690082, -1.3178398160098492e-09, 0.019782444035007077, 0.0018350480422020428, -0.19755978538286528, -0.00018523916195576644, 0.19756266919937213, 1.3152180271354577e-07, 0.19941064903527725, -0.0018494081430965683, -1.581693918081528e-05, 0.00018366448088759976, -0.1995957552166573, 1.5816914624868053e-05, -0.19739181984870457, 0.023327538592143055]
/music/performance_role/track_performances./music/track_contribution/contributor	[-0.00019342288460749756, -0.01966912721133169, -0.019843837281996013, 0.00017619866590917703, -0.18669912863566332, -0.01984385241525918, -1.5016509761070426e-08, -0.20654445298330004, 1.322737580508873e-07, 0.20453215464456856, -0.00017620018312341197, 0.2045304888560808, 0.204549363739592, -0.019667491431466365, 0.00017619866590801893, 0.0020121362818554278, 1.3984471310478367e-09, 0.000176198666047806, 0.019491292765290626, -0.000176051375906554, -0.20470670405396557, 0.20453214102662068, -0.019669273091677125, -0.20452873863830393, -0.0020122983515491154, 0.019474068676696328, 0.00017619866456364722, -1.4097955980831312e-09, -0.019667476544908864, 1.021835142847629e-16, -0.20453050655089183, 0.2047068648421052, -0.00017618376814280192, -0.00019179005561975983, 0.002013917789681856, -1.1848994814060154e-10, -0.0020122984587045505, 0.019667491561291973, -0.0019952063842136256, -0.001836099792642575, -0.019650413104473918, 1.7225639680254484e-05, -0.20453213823119784, 0.002188512152472296, -1.13537238094181e-16, -0.01948965829956588, -1.4729014229654102e-07, -0.019667489925888765, -0.20636660507344395, -1.3984470402180464e-09, 0.019650267094301926, 0.019667638731495643, 0.017831391768509522, 0.00017619726773825936, 1.7076939743597416e-05, -0.0001762136839140305, -0.2045305066693698, 0.00017634607466707335, 0.01965013505777594, 0.2045321396166875, -0.019667491442676318, 0.0020122998684991155, 0.019668978512866087, 0.2047050709752361, 0.0019950742287831876, -0.0020124307212276943, 0.002012152566870654, 0.00017456431866139015, 1.8711298488130945e-05, 1.4740861934685138e-07, -0.20250098117106777, -1.6229516269086367e-07, -0.019667477824888514, 0.019650267094300667, -0.18486288155300531, -0.019667344164148177, -1.722434851216626e-05, -0.0001778344232157867, 0.20451149937934426, 0.20453050526798017, 0.20452887242764273, -0.20671722062684952, -0.021503591116967674, -1.6342402428342847e-06, 1.735637381592968e-05, -0.019648632854195294, 0.01968471427426346, 1.9005878759644538e-05, 0.20234200674759778, 1.6330786133661585e-06, -0.00017605138712866543, 0.0019952365353192894, 0.002010679127689471, 0.002029522570109954, 0.019669125671709312, 0.20453050539942996, 0.0020295241941644896, 1.4730135111277347e-07, -0.001993441268381376, -0.20437138354329756]
/medicine/disease/prevention_factors	[0.019018311063005628, -0.23945118892047035, -0.0018578674447748693, 2.0897218293074866e-05, -2.0144746910827887e-07, -0.2392122836811626, -2.1067841940721097e-05, 0.25823078914663994, -0.25845049096730427, -0.0018597097927631153, -0.22040828947162633, 0.24128608987812336, -0.00021800098186903398, -0.0018578416617527488, -5.832155145930452e-09, 0.019020148852592154, -0.019020368152334162, -0.0018560113028804662, 0.01718132541607217, -1.854614225757395e-06, -0.01904103668393614, -0.01878127005117901, 0.019020154280924743, -2.148358225204373e-07, 2.489813661940265e-09, 0.00021801579519846874, -1.28930939258696e-08, 1.8781234066200227e-06, 2.043578743169036e-07, -0.017183187067181513, -8.210022840068155e-09, 0.0001971312500441632, 0.017162296124948705, 0.018999270590624322, -0.019019958097522556, 0.019018283725773792, -1.8713277198264444e-06, -0.018999488479549645, 0.019020172536068195, -0.0018597251238998255, -0.0018578407290905528, 0.2396444107469902, -2.089489030163358e-05, 0.2584696821080597, 0.2412654244820816, -0.019022007071442398, -2.0250333125019554e-07, -0.0018578678922286332, -0.0018559823897771038, 0.0018785397400901405, 0.01714142595352171, -0.0018559961632023472, -0.019238161043012826, 0.001857845474814906, -0.0018578636136704616, -0.2206260840369526, 0.23757060739483501, 0.020878024928064585, -0.0192363174165931, -2.272850678439139e-05, -0.019039183768877595, 0.018999269696662605, -0.24128631367095368, -0.01901830642189089, -1.9032741170799973e-05, 1.2280438956778133e-08, -0.01904104758981792, 0.23966733401342707, -0.0018578632991038714, 0.00021987734837300172, -0.00019526570829338206, -0.01902017165760331, -1.9118906662031034e-07, -1.8615123682496147e-06, -0.019019966603865974, -0.01902017060486397, -0.02087800796965694, 0.0190199454272837, -0.23942845346800337, -5.57650497966505e-09, 2.0890931141936953e-07, 1.4145999116985528e-08, -0.001855979182316303, -0.00021780665636015014, 2.086805193655551e-05, -0.019022011987870076, -0.019018297537076647, 0.2584486193827285, 0.018999267874318843, -0.23942843324229943, 0.0001952546373207682, -7.615650621190203e-09, 0.01716229363153244, 0.0018369773678920866, 1.8573784667989865e-06, -0.0002180167479083201, 0.019019973954409786, 0.22064532240972196, 0.00021781065062743645, 1.8753880105925813e-06]
/organization/organization_member/member_of./organization/organization_membership/organization	[0.016760444082911358, -0.0017693578299829934, 0.016434563135455365, 0.17855224365178168, 0.1785675790164743, -1.5865268719073708e-06, -0.17856915156701314, -0.01676028105436609, -1.7370936456806018e-06, -1.3977760723794377e-08, 0.0016040515592705346, -0.00017908293011055783, -0.17714088894962246, 0.016595258729541564, -0.016596710180504095, 0.17696196904793518, 0.00016533424054302782, -1.4905224648827767e-07, 0.00014838438183902933, 0.0016057869732977075, 0.016596724322090313, 0.1769771693683399, -0.17697730442853665, -0.17696195508891638, -0.016581360987569634, -0.16036540758933485, -0.17696195658771127, -1.548444840409494e-05, 0.17858307912257582, -0.17856757918172558, -0.17856757919746016, -0.016595123968418203, -0.001590274754632734, -0.0001637352531270627, 0.0016209734665676794, 0.0001482338279288109, -0.0016057716462606298, 0.0016209734667277413, 1.5200469923406208e-05, 1.4256055651436968e-12, -0.160365244724559, -0.16036524624339946, 0.00016373373701384508, -0.0001621472245890381, -0.17696195508750875, 0.016582946000074133, -0.17679823532649386, 0.1785829283733927, -0.17858149257965317, -0.01643297660715585, -1.3974909483194005e-08, -0.1767983719027657, -0.1785674301452139, 1.6020205897162592e-06, 1.8664387515318101e-16, 1.3976493382412002e-08, 1.5159531066323988e-09, -0.16036365819912887, 0.16020151113691994, -0.0015902747532071187, 1.3776806221503434e-05, -1.573458949022937e-11, -0.016596696383709295, 1.5880428270081458e-06, 0.17712742438820842, 0.17711033928707876, -1.4258020323807002e-12, 1.4276291776848313e-12, 0.01499107225945266, -1.515953096809037e-09, -0.16036524472602096, -0.0016054890496307397, -0.01661191066616211, 0.17696195523685337, 1.5363166400537983e-05, 0.0017693436898243672, -0.001605476575099855, 1.534935674232961e-05, -0.018216111277676746, 0.00016374773066726538, -1.7355789621256083e-06, 0.1769603700452627, 0.016432827375369247, 0.016596710360044207, 0.1605273919534612, 0.0016209719364674777, 0.016581510041241188, 0.16036508186409812, -0.00016388262415115346, 0.016596711861708486, 0.00016371974367862313, 1.572550520806532e-06, -1.5865254303093725e-06, -0.17694645514679866, 0.0015902747532071087, -0.018202334455722835, -0.17694645649750027, -1.5850110808665624e-06, 0.1785674301294793, 0.016596708831227897]
/american_football/football_player/receiving./american_football/player_receiving_statistics/season	[-0.01642344433731625, 0.1747047023235408, 0.017956362416005973, 0.0001557605261882544, 0.017963451273197335, -0.0015334452692590324, -0.01811249683333219, 0.0015404129654712018, -0.1909912306708599, -0.0013877230363551253, -0.018107226238900175, -0.17301476585374478, -3.2633016723659287e-06, -0.0013786464261287715, -0.17455513409757364, 0.17608931050002813, 1.2606925487931985e-05, -0.17301858008835194, -0.016431450386952956, -0.17608368959211046, -0.01782947860858286, -0.0001464276073617797, 3.9167298348933865e-06, 0.0015263793169580271, 4.148441918345175e-06, 0.17456617885300477, 0.016446949841760348, -0.01797353999605552, 8.126144147441751e-07, -0.17454624418340037, 3.383676403549339e-06, 0.017959929806979618, 5.486625212739484e-06, 0.001530454445704477, 0.17454896782332652, -0.01950031498389031, 0.1730168165684441, -0.00014129677663548347, -0.17469665706849308, 0.17469720597481683, -0.17609321172883072, 0.001522915481994903, -0.00013614594763100628, 2.1522581337033937e-06, -0.0015278679073053838, 0.017960450799476797, -0.17302575505335716, 0.0013924484697538085, -0.0013928436523826964, -0.17442116864019896, -0.1746979042462782, -0.19251621339229635, 0.19252643897297264, 0.0015426514942523855, -1.6836480599624541e-06, 0.0001516697299223175, 0.01797935936966263, -0.016426537439592333, -0.1730129818139633, 0.17456633348578388, 0.001526119822649901, -0.1746991449662156, 0.0001382439320643435, 5.510410808221719e-06, 0.1745697385718647, -0.017972278101476453, 0.0001311507484932501, 0.01949116326805597, 0.00015536265433118646, -0.018116431216805874, 0.17454545528187715, 0.0015364237415331026, 1.570995919718254e-06, -0.0015425065444968611, -3.3155831199214125e-06, -0.0015269671558081393, 0.15658272149017136, -0.17455965978900834, 0.17594517101997867, 0.17454534221025705, 4.05496318029215e-06, -1.0287301517740503e-05, 0.00014211420985841557, -0.0001475103648570406, -0.001538370626605704, -0.17456390380721942, -0.00015128738563686302, 1.0427571186231194e-05, 0.17455421339532096, -0.00015589932573866657, 0.00014324499597072313, 0.017957844848088583, -0.19251764599311802, 6.5705143977202334e-06, 1.1362433715365516e-05, 0.1730135615578391, -0.016440522849896853, 1.2531538808873353e-05, -3.3464014125412815e-06, -0.0015302373339183097]
/user/narphorium/people/wealthy_person/net_worth./measurement_unit/dated_money_value/currency	[-1.2273584229633451e-05, 0.0012581015963452446, 0.0012593510605152366, 0.01268637003999947, 0.013945722335835268, -0.17478428122491538, -0.01394570955333148, 1.1332678629338002e-06, -0.013825483767956765, 0.00013136735631857384, 1.126305446041071e-09, 0.17480881685696043, 0.00011921122442214875, -1.1321106697257124e-06, -8.071669009485051e-13, -0.01381422474467835, 0.013946841674102407, -1.1480573355220414e-09, -1.2156133503423296e-05, 1.1644561489581702e-08, 0.012556123167578096, -0.17479552859273648, -0.17492679015364127, -0.17341810987924933, -1.0101918975667597e-11, 0.013957995930834776, 0.18748291443903659, -0.17352492892827248, -0.17479654326101532, -0.014077077017778312, 1.1753510226192714e-08, 0.17354946580567446, -0.17479655605443475, -0.0012706100837937293, -0.0012581014882832894, 0.17353833586933504, -0.015202796470568259, 0.013933435968294836, -0.17466405419574008, -0.188753288493459, 0.19000048237141182, -0.012687607957786775, -0.015204045935466008, 1.1203688758105163e-06, 0.012675217037700167, -1.2156240764848654e-05, 0.1621079311440434, -0.17494020750400968, -0.001270492612863749, -1.1321315350473505e-06, 1.120476136614872e-06, -0.0012583364894623223, -0.012687491652544236, -0.16210918298134433, -0.01393343607563574, 0.0001324994778973854, -0.17353832423392263, 0.1747965548107659, -1.1645362019522581e-08, -1.1279264070998785e-09, 0.17492792227360496, -0.00013136632731839502, -0.18861077976930649, -0.001257098562598789, -0.013957983127604733, -1.2273477775219743e-05, 0.013933318409499955, -0.013815475454932878, -0.013944577431825598, 0.17466518643306797, 0.013945721198700127, -0.014077088449291345, 0.18986911625868927, 1.1035658980443598e-05, -0.1620956586953544, 0.013946841664001924, -0.0012593395132525422, -0.01267522743940665, 0.013945709446003705, -0.1749280385879966, 0.00013249937055567613, -0.013945722335768986, -0.1887423819221645, -0.17605477395522207, -0.17479542268926065, -0.015203928592060965, -1.0297345041133871e-09, 0.17480894595466953, 1.2909609407097827e-07, 0.17492792342078242, -0.00013137888512505634, -0.17479642582046395, 1.2273585030085766e-05, 0.0013894689535503863, -0.01394571069127372, 0.013945720061558437, -1.1271847268122362e-09, 0.013957983245702568, -0.013957983147589406, -0.17480871218793748]
/sports/sports_team/roster./soccer/football_roster_position/player	[-0.0014387036868483201, 0.014423827788203137, -0.01586241675322288, 0.001437230655724016, 0.015863915532175733, 1.318443145614843e-09, -0.00015347403901985976, -0.17953250673563428, 0.015711798599679902, 1.3815492667910587e-05, -1.3815627572081866e-05, -0.19541009345146573, 1.5026824227136146e-05, -0.00015197248870351654, -0.17954902071915885, -0.001435862047106602, -0.00015197367500604267, -0.17953521804691333, 1.3831072765140583e-05, -0.01442519771542472, -0.0014372165303039761, 0.1954100934370165, -0.0014247577453768289, 0.01586241411372594, 0.0014372178500409846, 0.0014372034561419473, 0.17954619217988949, -0.01584859980734662, -1.381561153903024e-05, 0.19524444845937147, 0.00015332932991569945, 0.00015331520434551827, -0.1796856917436456, 0.00015198674758407226, 0.014423856320975294, 0.1795338625253132, 0.01584859980735857, -0.01586242982593882, -0.015862416886808263, 0.0014523747532138496, 0.17954767801957489, -0.0001534737737068076, 1.3816947321020728e-05, 0.0014372177166054757, 1.335854808646556e-10, -0.19541009345146573, 0.1795338766524641, 0.0014510333441774678, -0.00015211825064995616, 0.1795476780179919, -0.17954766243936243, -1.3801367109699646e-05, -0.001437219036354335, -0.01729963315007828, -0.18098475115892865, -0.1795476781515784, 0.01587623105816814, 0.014287039549144398, -0.017299620210672714, 0.00015211823620064468, -0.015862415433611762, 0.015861059911998737, 0.17954767801814087, 0.015848598472997452, 0.16368676254845477, 1.4457593274425087e-07, -0.1968486681414119, 0.015862415432027942, -0.18098489586963956, -0.17811047588014114, 0.016014375129649587, 0.0001518280463442829, 0.17956163822005197, -0.17956149364425716, -0.00016579075288479988, -0.17953386093736146, -0.0014373621443644791, -0.18098489573460924, 0.001438415988443233, 0.016028219112332816, 0.01571044030527244, -0.17954753357579345, -0.1795478224458781, -0.00015333076852372794, 1.425771173755823e-08, -0.015862272310749437, -0.0014234034102271044, 1.4444379232410425e-07, 0.18097106586419182, -0.01586241543347383, -0.016015745031728184, -0.0014510334760300938, 0.0014372163968455335, 0.17954633662080496, -0.0014370745792676833, 0.015722901596099893, -0.17954767803272914, -1.4244405459873249e-08, -0.0014372034575758051, -0.00015196085602852446]
/business/company_type/companies_of_this_type	[-0.00015353526166384887, 0.0016271188601300545, 0.17837480358292143, 0.016213354571014665, -0.17839355591259431, 1.4195664499475805e-06, -0.00015495345935241672, -0.0016255640351191141, 0.001609512772468736, 0.016074587633983152, 0.17837622163533617, -1.3808876564801549e-09, 0.16378984925823772, -0.016229541198372555, -0.1785486457487559, -0.16216286567121438, 0.00015495344590330944, -0.17839382646155635, 0.17854722492256084, 0.00015637163012887642, -0.01622800165084637, -0.016227986384381436, 0.016230674685521057, -0.016229390394937246, -0.00015637163012786632, 0.17840847339748334, -0.017853565804430087, -0.016213354569693934, -1.4929072204900756e-07, 1.6051235774741893e-05, -0.17823733330958852, -0.0016241318078241546, 0.17839227287099732, 0.014605245924830534, 0.0016255654161224644, -0.1784069057906083, -0.17678276008482857, -0.17678276008507948, 0.00015495344590129917, 0.016229419836522287, 0.19462180005317814, 1.4181842255768854e-06, -0.0016255640217825021, -0.00160809460192917, -1.4040228201481196e-06, -0.00015638579154707974, 0.01607574790452794, -0.0016255640231171565, -0.17692166242689347, -1.38221159613413e-09, -0.18001925507833033, 0.00015495344734953826, -0.0016254287473647933, -0.17839085468663354, -0.016229539697662082, 1.282896256930697e-06, 0.17839227286967446, -0.001625564008355062, -1.2137816150314643e-07, -0.016245442878476755, -0.19477663072801568, 0.1782374533187377, -1.3437223985017736e-11, 0.016213354583119354, 0.0016254273662380545, 0.17854721215680427, -0.1785472264486879, 0.01622940455504328, 0.00015508870568533247, 0.19462309824288057, 1.3527454319658571e-07, 0.17854724021470508, -0.016074452359554552, -0.016384494394101338, 0.17840847339747154, 1.6051235637558954e-05, 0.0016095141804839152, 0.0, -0.017853553036028008, 0.16216273040890028, 1.6051237074092995e-05, 0.01607303418876532, 0.17839369243610087, 0.00015481817003727238, -0.0001711398244202103, 0.0016095127859179423, -1.603707434464535e-05, -0.0016109311020698364, 1.6037206145772093e-05, 0.0001549534459013982, 1.5520765580685855e-06, -0.016213355950580658, 1.4180524265495296e-06, 0.19462154353237537, -0.00015493954808515128, 0.01622926914989862, -0.18001782299494995, 0.016229405805331373, -0.1767667102314028, -0.0016256979155732248]
